(110.4, 5.1, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.5, 5.0, 112.1)
(110.7, 5.0, 112.3)
(110.9, 5.0, 112.5)
(111.3, 5.0, 112.9)
(111.8, 5.0, 113.3)
(112.2, 5.0, 113.8)
(112.7, 5.0, 114.3)
(113.2, 5.0, 114.7)
(113.7, 5.0, 115.2)
(114.1, 5.0, 115.6)
(114.5, 5.1, 116.0)
(115.0, 5.2, 116.5)
(115.5, 5.2, 116.6)
(116.0, 5.2, 116.8)
(116.5, 5.1, 117.1)
(116.9, 5.3, 117.5)
(117.4, 5.3, 117.9)
(118.0, 5.3, 118.1)
(118.5, 5.3, 118.2)
(118.9, 5.3, 118.5)
(119.4, 5.3, 118.9)
(119.9, 5.4, 119.2)
(120.3, 5.4, 119.5)
(120.8, 5.4, 119.7)
(121.3, 5.3, 120.1)
(121.8, 5.3, 120.5)
(122.3, 5.3, 120.9)
(122.7, 5.3, 121.4)
(123.2, 5.4, 121.8)
(123.7, 5.4, 122.3)
(124.0, 5.4, 122.6)
(124.1, 5.4, 122.6)
(124.6, 5.4, 122.8)
(125.1, 5.4, 123.0)
(125.2, 5.4, 123.1)
(125.2, 5.4, 123.1)
(125.5, 5.3, 123.5)
(125.7, 5.3, 124.0)
(126.1, 5.3, 124.2)
(126.5, 5.2, 124.2)
(127.0, 5.1, 124.3)
(126.8, 5.2, 124.2)
(126.8, 5.2, 123.9)
(127.2, 5.1, 124.2)
(127.5, 5.1, 124.5)
(127.7, 5.1, 124.3)
(128.0, 5.0, 124.0)
(128.2, 5.0, 123.9)
(128.7, 5.0, 124.0)
(129.2, 5.0, 124.2)
(129.7, 5.0, 124.3)
(130.2, 5.0, 124.5)
(130.7, 5.0, 124.6)
(131.2, 5.0, 124.8)
(131.7, 5.0, 125.0)
(132.2, 5.0, 125.3)
(132.7, 5.0, 125.4)
(133.2, 5.0, 125.6)
(133.7, 5.0, 125.8)
(134.2, 5.0, 126.1)
(134.6, 5.0, 126.5)
(135.1, 5.0, 127.0)
(135.5, 5.0, 127.1)
(136.0, 5.0, 127.3)
(136.5, 5.0, 127.5)
(136.9, 5.0, 127.8)
(137.1, 5.0, 128.0)
(137.2, 5.0, 128.1)
(137.2, 5.0, 128.1)
(137.2, 5.0, 128.1)
(137.2, 5.0, 128.1)
(137.2, 5.0, 128.1)
(137.4, 5.0, 127.9)
(137.7, 5.0, 127.6)
(137.7, 5.0, 127.3)
(137.5, 5.0, 127.0)
(137.3, 5.0, 126.8)
(137.4, 5.0, 126.9)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
(137.7, 5.0, 127.2)
0
59.93702
