(110.4, 5.1, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(110.4, 5.0, 112.0)
(111.6, 5.0, 113.2)
(114.4, 5.1, 115.9)
(116.4, 5.6, 119.1)
(118.5, 5.4, 123.3)
(120.4, 5.2, 128.0)
(122.1, 5.2, 132.2)
(124.1, 5.1, 137.0)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(124.7, 5.1, 138.5)
(125.1, 5.0, 139.6)
(126.0, 5.2, 142.0)
(127.0, 5.5, 144.4)
(127.8, 5.7, 146.4)
(128.6, 5.6, 148.4)
(129.5, 5.4, 150.6)
(129.6, 5.3, 150.8)
(129.6, 5.3, 150.8)
(129.8, 5.2, 152.0)
(130.5, 5.0, 156.0)
(131.3, 5.0, 161.0)
(132.0, 5.2, 165.6)
(132.8, 5.0, 170.1)
(134.0, 5.0, 174.7)
(134.6, 5.4, 179.0)
(136.4, 5.6, 184.3)
(137.9, 6.2, 188.7)
(139.5, 5.8, 193.7)
(141.0, 5.2, 198.2)
(142.4, 5.4, 202.5)
(143.9, 5.1, 206.8)
(145.5, 5.5, 211.6)
(146.8, 5.7, 215.7)
(146.9, 5.7, 216.0)
(146.9, 5.7, 216.0)
(146.9, 5.7, 216.0)
(146.9, 5.7, 216.0)
(146.9, 5.7, 216.0)
(146.9, 5.7, 216.0)
(147.3, 5.6, 217.2)
(148.6, 5.3, 221.1)
(149.9, 5.4, 225.3)
(151.5, 5.0, 230.3)
(153.2, 5.0, 235.5)
(154.6, 5.0, 239.8)
(156.4, 5.2, 245.0)
(158.3, 5.4, 249.5)
(160.2, 5.4, 253.9)
(162.2, 5.3, 258.5)
(164.4, 5.4, 263.4)
(165.1, 5.6, 267.1)
(167.1, 6.1, 271.9)
(168.5, 5.6, 276.3)
(169.4, 5.0, 281.2)
(170.2, 5.0, 285.9)
(169.5, 5.0, 290.0)
(168.9, 5.1, 291.6)
(168.9, 5.1, 291.6)
(168.5, 5.3, 293.1)
(167.5, 5.4, 296.2)
(166.5, 5.1, 299.3)
(165.6, 5.0, 302.5)
(164.6, 5.5, 305.6)
(163.6, 5.1, 308.9)
(162.6, 5.0, 312.2)
(161.6, 5.0, 315.4)
(160.9, 5.0, 317.6)
(160.9, 4.9, 317.7)
(160.9, 4.9, 317.7)
(160.5, 4.8, 319.0)
(160.4, 4.8, 319.1)
(160.4, 4.8, 319.1)
(160.7, 4.9, 318.3)
(161.1, 5.0, 316.9)
(161.6, 5.0, 315.2)
(162.1, 5.0, 313.7)
(162.6, 5.0, 312.1)
(163.1, 5.0, 310.6)
(163.6, 5.1, 309.1)
(164.0, 5.6, 307.7)
(164.4, 5.6, 306.4)
(164.8, 5.4, 305.0)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
(165.1, 5.2, 304.3)
